"Firstname","Lastname","gender","Party","Organization","Job","Date_Start","Date_End","Classification","Interval","Income_Min","Income_Max","Edit_URL"
"Marianne","Schieder","female","SPD","Marktgemeinde Wernberg-Köblitz","Mitglied des Marktrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178783/edit"
"Marianne","Schieder","female","SPD","Sparkassenverband Bayern","Mitglied des Beirates für sparkassenpolitische Grundsatzfragen","","","","0","","","https://www.abgeordnetenwatch.de/node/178784/edit"
"Marianne","Schieder","female","SPD","Zweckverband Sparkasse im Landkreis Schwandorf","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178785/edit"
"Udo","Schiefner","male","SPD","Wirtschaftsförderungsgesellschaft für den Kreis Viersen mbH","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177517/edit"
"Udo","Schiefner","male","SPD","Landkreis Viersen","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/177518/edit"
"Udo","Schiefner","male","SPD","Sparkasse Krefeld","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177519/edit"
"Norbert","Schindler","male","CDU","CropEnergies AG","Mitglied des Aufsichtsrates","1/1/2014 0:00:00","","4","0","""15,000""","""30,000""","https://www.abgeordnetenwatch.de/node/176817/edit"
"Norbert","Schindler","male","CDU","CropEnergies AG","Mitglied des Aufsichtsrates","1/1/2015 0:00:00","","4","0","""15,000""","""30,000""","https://www.abgeordnetenwatch.de/node/176818/edit"
"Norbert","Schindler","male","CDU","R+V - Lebensversicherung","Mitglied des Ausschusses für Vorsorge und Versicherungsfragen der deutschen Bauern","","6/30/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176819/edit"
"Norbert","Schindler","male","CDU","Süddeutsche Krankenversicherung a.G.","Mitglied des Aufsichtsrates","1/1/2015 0:00:00","6/30/2016 0:00:00","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/176820/edit"
"Norbert","Schindler","male","CDU","Süddeutsche Krankenversicherung a.G.","Mitglied des Aufsichtsrates","1/1/2016 0:00:00","6/30/2016 0:00:00","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/176821/edit"
"Norbert","Schindler","male","CDU","Süddeutsche Lebensversicherung a.G.","Mitglied des Aufsichtsrates","1/1/2012 0:00:00","6/30/2016 0:00:00","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/176822/edit"
"Norbert","Schindler","male","CDU","Süddeutsche Lebensversicherung a.G.","Mitglied des Aufsichtsrates","1/1/2013 0:00:00","6/30/2016 0:00:00","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/176823/edit"
"Norbert","Schindler","male","CDU","Süddeutsche Zuckerverwertungsgenossenschaft SZVG","Mitglied des Aufsichtsrates und des Landwirtschaftl. Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/176824/edit"
"Norbert","Schindler","male","CDU","Kreis Bad Dürkheim","Mitglied des Kreistages","","7/13/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176825/edit"
"Norbert","Schindler","male","CDU","Kreissparkasse Bad Dürkheim","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/176826/edit"
"Norbert","Schindler","male","CDU","Landwirtschaftliche Rentenbank","Mitglied des Verwaltungsrates","","12/31/2015 0:00:00","3","12","""14,000""","""30,000""","https://www.abgeordnetenwatch.de/node/176827/edit"
"Norbert","Schindler","male","CDU","Landwirtschaftskammer Rheinland-Pfalz","Präsident","","","1","1","""42,000""","""147,000""","https://www.abgeordnetenwatch.de/node/176828/edit"
"Norbert","Schindler","male","CDU","Südwestrundfunk (SWR)","Mitglied des Rundfunkrates","","7/10/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176829/edit"
"Norbert","Schindler","male","CDU","Bauern- und Winzerverband Rheinland-Pfalz-Süd e.V.","Präsident","","9/30/2014 0:00:00","1","1","""10,000""","""35,000""","https://www.abgeordnetenwatch.de/node/176830/edit"
"Norbert","Schindler","male","CDU","Bundesverband der deutschen Bioethanolwirtschaft e.V. (BDBe)","Vorsitzender","","","1","1","""42,000""","""147,000""","https://www.abgeordnetenwatch.de/node/176831/edit"
"Norbert","Schindler","male","CDU","Deutscher Bauernverband e.V. (DBV)","Vizepräsident","","6/24/2015 0:00:00","1","1","""19,000""","""66,500""","https://www.abgeordnetenwatch.de/node/176832/edit"
"Norbert","Schindler","male","CDU","Verband der Hessisch-Pfälzischen Zuckerrübenanbauer e.V.","Stellv. Vorsitzender","","9/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176833/edit"
"Norbert","Schindler","male","CDU","Landwirtschafts- und Weinbau GbR  BoRo Agrar","Beteiligungen an Kapital- oder Personengesellschaften","","","","0","","","https://www.abgeordnetenwatch.de/node/176834/edit"
"Tankred","Schipanski","male","CDU","Rapid Venture Accounting GmbH","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177184/edit"
"Tankred","Schipanski","male","CDU","SRH Hochschule Berlin GmbH","Mitglied des Hochschulrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177185/edit"
"Tankred","Schipanski","male","CDU","Bund Heimat und Umwelt in Deutschland e.V. (BHU)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177186/edit"
"Tankred","Schipanski","male","CDU","Förderstiftung Fürstin-Anna-Luisen-Schule Bad Blankenburg","Mitglied des Stiftungsrates","","9/22/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177187/edit"
"Tankred","Schipanski","male","CDU","Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.","Mitglied des Senats","","","","0","","","https://www.abgeordnetenwatch.de/node/177188/edit"
"Tankred","Schipanski","male","CDU","Gesellschaft zum Studium strukturpolitischer Fragen e.V.","Stellv. Vorsitzender des Beirates für Bildung","","","","0","","","https://www.abgeordnetenwatch.de/node/177189/edit"
"Tankred","Schipanski","male","CDU","Stiftung Caesar","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177190/edit"
"Tankred","Schipanski","male","CDU","Verband der privaten Hochschulen e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177191/edit"
"Tankred","Schipanski","male","CDU","VfB 91 Suhl e.V.","Präsident","","7/10/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177192/edit"
"Dorothee","Schlegel","female","SPD","Neckar-Odenwald-Kreis","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/177816/edit"
"Dorothee","Schlegel","female","SPD","Stiftung Reichspräsident-Friedrich-Ebert-Gedenkstätte","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177817/edit"
"Dorothee","Schlegel","female","SPD","Bundesakademie für musikalische Jugendbildung e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177818/edit"
"Dorothee","Schlegel","female","SPD","Landesverband der Schulfördervereine Baden-Württemberg e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177819/edit"
"Dorothee","Schlegel","female","SPD","Sportkreis Mosbach e.V.","Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/177820/edit"
"Frithjof","Schmidt","male","DIE GRÜNEN","Stiftung Asienhaus","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177725/edit"
"Patrick","Schnieder","male","CDU","""Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen""","Stellv. Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179391/edit"
"Patrick","Schnieder","male","CDU","Eifelkreis Bitburg-Prüm","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/179394/edit"
"Patrick","Schnieder","male","CDU","Handwerkskammer Trier","Mitglied des Vorstandes und der Vollversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/179396/edit"
"Patrick","Schnieder","male","CDU","Kreissparkasse Bitburg-Prüm","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179401/edit"
"Patrick","Schnieder","male","CDU","Bundesverband Deutscher Stiftungen e.V.","Mitglied des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179405/edit"
"Patrick","Schnieder","male","CDU","Deutsche Gesellschaft für Finanz- und Haushaltspolitik e.V.","Mitglied des wissenschaftlichen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179407/edit"
"Patrick","Schnieder","male","CDU","Kulturhaus Cube 521","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179414/edit"
"Patrick","Schnieder","male","CDU","Wirtschaftsrat der CDU e.V.","""Mitglied der Bundesfachkommission Verkehr, Logistik und Infrastruktur""","","","","0","","","https://www.abgeordnetenwatch.de/node/179420/edit"
"Nadine","Schön","female","CDU","Jochen-Rausch-Zentrum St. Wendel e.V.","Stellv. Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/179430/edit"
"Nadine","Schön","female","CDU","Stefan-Morsch-Stiftung","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179431/edit"
"Kristina","Schröder","female","CDU","JOKE Event AG","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/178649/edit"
"Kristina","Schröder","female","CDU","Neue Zürcher Zeitung AG","Was will die Frau? - Ortsbestimmungen der Gegenwart","1/1/2014 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/178650/edit"
"Kristina","Schröder","female","CDU","""Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen""","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178651/edit"
"Kristina","Schröder","female","CDU","ZNS - Hannelore Kohl Stiftung","Präsidentin","","","","0","","","https://www.abgeordnetenwatch.de/node/178652/edit"
"Ursula","Schulte","female","SPD","Kreis Borken","Mitglied des Kreistages","","3/31/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177500/edit"
"Ursula","Schulte","female","SPD","Sparkasse Westmünsterland","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177504/edit"
"Bernhard","Schulte-Drüggelte","male","CDU","Schutzgemeinschaft Deutscher Wald e.V.","Vorsitzender des Kreisverbandes Soest","","","","0","","","https://www.abgeordnetenwatch.de/node/179077/edit"
"Bernhard","Schulte-Drüggelte","male","CDU","Schutzgemeinschaft Deutscher Wald Landesverband Nordrhein-Westfalen e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179078/edit"
"Bernhard","Schulte-Drüggelte","male","CDU","Drüggelter GbR","","","","","0","","","https://www.abgeordnetenwatch.de/node/179079/edit"
"Bernhard","Schulte-Drüggelte","male","CDU","MB-Schulte-Drüggelte GbR","","","","","0","","","https://www.abgeordnetenwatch.de/node/179080/edit"
"Swen","Schulz","male","SPD","Wissenschaftszentrum Berlin für Sozialforschung (WZB) gemeinnützige GmbH","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179440/edit"
"Swen","Schulz","male","SPD","FernUniversität in Hagen","Mitglied des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179444/edit"
"Swen","Schulz","male","SPD","Arbeiterwohlfahrt Kreisverband Spandau e.V.","Beisitzer des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179446/edit"
"Swen","Schulz","male","SPD","Arbeiterwohlfahrt Landesverband Berlin e.V.","Stellv. Vorsitzender","","11/6/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179452/edit"
"Swen","Schulz","male","SPD","Bundesverband Deutscher Stiftungen e.V.","Mitglied des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179454/edit"
"Swen","Schulz","male","SPD","Evangelisches Studienwerk e.V. Villigst","Mitglied des Kuratoriums","","4/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179456/edit"
"Swen","Schulz","male","SPD","Franz-Neumann-Stiftung zur Förderung der Behindertenhilfe und pädagogischer Kinder- und Jugendarbeit","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179465/edit"
"Swen","Schulz","male","SPD","""Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg e.V.""","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179476/edit"
"Swen","Schulz","male","SPD","Wissenschaftsforum der Sozialdemokratie","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179479/edit"
"Swen","Schulz","male","SPD","""Wissenschaftsforum der Sozialdemokratie in Berlin, Brandenburg und Mecklenburg-Vorpommern e.V.""","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179487/edit"
"Swen","Schulz","male","SPD","Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e.V.","Senator","","","","0","","","https://www.abgeordnetenwatch.de/node/179492/edit"
"Swen","Schulz","male","SPD","Wissenschaftsstiftung Ernst Reuter","Kooptiertes Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179494/edit"
"Swen","Schulz","male","SPD","Zukunftsstiftung der Fraunhofer Gesellschaft","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179496/edit"
"Kordula","Schulz-Asche","female","DIE GRÜNEN","Kliniken des Main-Taunus-Kreises","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178227/edit"
"Kordula","Schulz-Asche","female","DIE GRÜNEN","Main-Taunus-Kreis","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/178229/edit"
"Kordula","Schulz-Asche","female","DIE GRÜNEN","Basis e.V.","Vorsitzende des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178234/edit"
"Kordula","Schulz-Asche","female","DIE GRÜNEN","Bildung für Nachhaltige Entwicklung (BNE) in den Freiwilligendiensten","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178236/edit"
"Kordula","Schulz-Asche","female","DIE GRÜNEN","Gesellschaft für Recht und Politik im Gesundheitswesen e.V. (GRPG)","Beisitzerin des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/178238/edit"
"Kordula","Schulz-Asche","female","DIE GRÜNEN","GHP - German Healthcare Partnership","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178241/edit"
"Kordula","Schulz-Asche","female","DIE GRÜNEN","""Initiative für Bürgerengagement für mich, für dich, für alle""","Mitglied des Lenkungskreises und der Jury für den Deutschen Bürgerpreis","","","","0","","","https://www.abgeordnetenwatch.de/node/178249/edit"
"Klaus-Peter","Schulze","male","CDU","Landkreis Spree-Neiße","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/178804/edit"
"Uwe","Schummer","male","CDU","Bundesarbeitsgemeinschaft Integrationsfirmen e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177353/edit"
"Uwe","Schummer","male","CDU","Deutsches Medikamenten-Hilfswerk action medeor e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177354/edit"
"Uwe","Schummer","male","CDU","Kolping Berufsbildungswerke in der Diözese Aachen","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177355/edit"
"Uwe","Schummer","male","CDU","Lebenshilfe Nordrhein Westfalen e.V.","Landesvorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/177356/edit"
"Armin","Schuster","male","CDU","Wirtschaftsverband Industrieunternehmen Baden","Beratung","1/1/2014 0:00:00","","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/177219/edit"
"Armin","Schuster","male","CDU","St. Josefshaus Herten Betriebs-gemeinnützige GmbH","Mitglied der Gesellschafterversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/177220/edit"
"Armin","Schuster","male","CDU","Deutsche Gesellschaft für Qualität (DQG) e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177222/edit"
"Armin","Schuster","male","CDU","Sportstiftung Südbaden","Vorsitzender des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177223/edit"
"Andreas","Schwarz","male","SPD","Spielwaren - Schwarz","Internetversand und Einzelhandel","1/1/2014 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/179518/edit"
"Andreas","Schwarz","male","SPD","Spielwaren - Schwarz","Internetversand und Einzelhandel","1/1/2014 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/179526/edit"
"Andreas","Schwarz","male","SPD","Spielwaren - Schwarz","Internetversand und Einzelhandel","1/1/2014 0:00:00","","4","0","""15,000""","""30,000""","https://www.abgeordnetenwatch.de/node/179532/edit"
"Andreas","Schwarz","male","SPD","Landkreis Bamberg","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/179534/edit"
"Andreas","Schwarz","male","SPD","Sparkasse Bamberg","Mitglied der Verbandsversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/179537/edit"
"Andreas","Schwarz","male","SPD","Sonnenstudio „Golden Sun“ GbR","","","","","0","","","https://www.abgeordnetenwatch.de/node/179539/edit"
"Bernd","Siebert","male","CDU","Kreissparkasse Schwalm-Eder","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177579/edit"
"Bernd","Siebert","male","CDU","Schwalm-Eder-Kreis","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/177580/edit"
"Bernd","Siebert","male","CDU","Deutsche Gesellschaft für Wehrtechnik e.V.","Mitglied des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/177582/edit"
"Bernd","Siebert","male","CDU","Förderkreis Deutsches Heer e.V.","Mitglied des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/177583/edit"
"Bernd","Siebert","male","CDU","Fa. Willi Siebert GmbH & Co KG","","","","","0","","","https://www.abgeordnetenwatch.de/node/177584/edit"
"Bernd","Siebert","male","CDU","Fa. Willi Siebert Verwaltungs GmbH","","","","","0","","","https://www.abgeordnetenwatch.de/node/177585/edit"
"Johannes","Singhammer","male","CSU","DUK Versorgungswerk e.V.","Vortrag","1/1/2013 0:00:00","","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/177343/edit"
"Johannes","Singhammer","male","CSU","Deutsches Museum","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177344/edit"
"Johannes","Singhammer","male","CSU","Bayerisch-Togoische Gesellschaft e.V.","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/177345/edit"
"Johannes","Singhammer","male","CSU","Deutsch-Mosambikanische Gesellschaft e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177346/edit"
"Johannes","Singhammer","male","CSU","Deutsche Afrika Stiftung e.V.","Vizepräsident","","","","0","","","https://www.abgeordnetenwatch.de/node/177347/edit"
"Johannes","Singhammer","male","CSU","Deutscher Familienverband e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177348/edit"
"Johannes","Singhammer","male","CSU","Diözesanrat der Katholiken der Erzdiözese München und Freising","Einzelpersönlichkeit in der Vollversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/177349/edit"
"Johannes","Singhammer","male","CSU","Lebenshilfe für Menschen mit geistiger Behinderung e.V.","Stellv. Vorsitzender des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177350/edit"
"Johannes","Singhammer","male","CSU","Max-Planck-Institut für Psychiatrie","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177351/edit"
"Petra","Sitte","female","DIE LINKE","Stadt Halle","Mitglied des Stadtrates","","5/31/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177508/edit"
"Petra","Sitte","female","DIE LINKE","Rosa-Luxemburg-Stiftung","Mitglied des Vorstandes","","10/31/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177509/edit"
"Martina","Stamm-Fibich","female","SPD","Landkreis Erlangen-Höchstadt","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/178517/edit"
"Sonja","Steffen","female","SPD","Ozeaneum Stralsund GmbH","Vorsitzende des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/180493/edit"
"Sonja","Steffen","female","SPD","Hansestadt Stralsund","Mitglied der Bürgerschaft","","","","0","","","https://www.abgeordnetenwatch.de/node/180494/edit"
"Sonja","Steffen","female","SPD","Landkreis Vorpommern-Rügen","Mitglied des Kreistages","","1/31/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/180495/edit"
"Sonja","Steffen","female","SPD","Bundesstiftung Magnus Hirschfeld","Stellv. Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/180496/edit"
"Sonja","Steffen","female","SPD","Deutsch-Afrikanische Zusammenarbeit e.V. (DAZ)","Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/180497/edit"
"Sonja","Steffen","female","SPD","Deutscher Kinderschutzbund Kreisverband Stralsund e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/180498/edit"
"Sonja","Steffen","female","SPD","Stiftung Deutsches Meeresmuseum","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/180499/edit"
"Sonja","Steffen","female","SPD","Stralsunder Schwesternheimathaus","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/180500/edit"
"Erika","Steinbach","female","fraktionslos","Bund der Vertriebenen (BdV)","Präsidentin","","","","0","","","https://www.abgeordnetenwatch.de/node/176990/edit"
"Erika","Steinbach","female","fraktionslos","Stiftung „Zentrum gegen Vertreibungen“","Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/176991/edit"
"Johannes","Steiniger","male","CDU","Stadt Bad Dürkheim","Mitglied des Stadtrates und Mitglied des Ortsbeirates Seebach","","","","0","","","https://www.abgeordnetenwatch.de/node/178309/edit"
"Johannes","Steiniger","male","CDU","OMEGA Freundes- und Förderkreis e.V.","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/178312/edit"
"Frank-Walter","Steinmeier","male","SPD","Aktion Deutschland Hilft e.V.","Vorsitzender des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178659/edit"
"Frank-Walter","Steinmeier","male","SPD","Deutscher Evangelischer Kirchentag","Mitglied des Präsidiumsvorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178660/edit"
"Frank-Walter","Steinmeier","male","SPD","Deutsches Evangelisches Institut für Altertumswissenschaft des Heiligen Landes (DIE)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178661/edit"
"Frank-Walter","Steinmeier","male","SPD","Festliche Operngala der AIDS-Stiftung","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178662/edit"
"Frank-Walter","Steinmeier","male","SPD","Internationale Journalisten-Programme e.V. (IJP)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178663/edit"
"Frank-Walter","Steinmeier","male","SPD","Kulturverein Brandenburg an der Havel e.V.","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/178664/edit"
"Frank-Walter","Steinmeier","male","SPD","Rudolf Pichlmayr-Stiftung","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178665/edit"
"Dieter","Stier","male","CDU","R+V Allgemeine Versicherung AG","Vermittlung von Versicherungsleistungen","","","","0","","","https://www.abgeordnetenwatch.de/node/178788/edit"
"Dieter","Stier","male","CDU","Weißenfelser Reitverein e.V.","""Leiter des Reit-, Zucht- und Ausbildungsstalles Markwerben""","","","","0","","","https://www.abgeordnetenwatch.de/node/178789/edit"
"Dieter","Stier","male","CDU","WVW Wohnungsbau Wohnungsverwaltung Weißenfels GmbH","Mitglied des Aufsichtsrates","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178790/edit"
"Dieter","Stier","male","CDU","Burgenlandkreis","Vorsitzender des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/178791/edit"
"Dieter","Stier","male","CDU","Sparkasse Burgenlandkreis","Mitglied des Verwaltungsrates","","9/15/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178792/edit"
"Dieter","Stier","male","CDU","Stadt Weißenfels","Mitglied des Stadtrates","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178793/edit"
"Dieter","Stier","male","CDU","Deutscher Behindertensportverband e.V. (DBS)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178794/edit"
"Dieter","Stier","male","CDU","Kreisreiterverband Burgenlandkreis e.V.","1. Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/178795/edit"
"Dieter","Stier","male","CDU","Landesverband der Reit- und Fahrvereine Sachsen-Anhalt e.V.","1. Vizepräsident und Vorsitzender der Landeskommission für Pferdeleistungsprüfungen Sachsen-Anhalt","","4/5/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178796/edit"
"Dieter","Stier","male","CDU","Pferdezuchtverband Brandenburg-Anhalt e.V.","Tierschutzbeauftragter","","","","0","","","https://www.abgeordnetenwatch.de/node/178797/edit"
"Dieter","Stier","male","CDU","Weißenfelser Reitverein e.V.","1. Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/178798/edit"
"Gero","Storjohann","male","CDU","Deutsche Verkehrswacht e.V.","Mitglied des Präsidiums","","6/4/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177312/edit"
"Gero","Storjohann","male","CDU","Landesverkehrswacht Schleswig-Holstein e.V.","Präsident","","4/29/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177313/edit"
"Gero","Storjohann","male","CDU","THW-Landesvereinigung Schleswig-Holstein e.V.","Stellv. Vorsitzender","","6/13/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177314/edit"
"Christoph","Strässer","male","SPD","Deutsches Institut für Menschenrechte e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178339/edit"
"Christoph","Strässer","male","SPD","Kneipp-Bund e.V.","Vorsitzender des Schiedsausschusses","","","","0","","","https://www.abgeordnetenwatch.de/node/178341/edit"
"Max","Straubinger","male","CSU","""Landwirt, selbständig""","Hingerl GmbH","1/1/2014 0:00:00","","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/179546/edit"
"Max","Straubinger","male","CSU","""Landwirt, selbständig""","Baywa AG","1/1/2015 0:00:00","","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/179550/edit"
"Max","Straubinger","male","CSU","Allianz Beratungs- und Vertriebs AG","Generalvertreter","1/1/2013 0:00:00","","4","0","""15,000""","""30,000""","https://www.abgeordnetenwatch.de/node/179558/edit"
"Max","Straubinger","male","CSU","Allianz Beratungs- und Vertriebs AG","Generalvertreter","1/1/2014 0:00:00","","8","0","""100,000""","""150,000""","https://www.abgeordnetenwatch.de/node/179559/edit"
